,MedHouseVal
36732,0.55
17192,4.559
18760,1.738
24356,3.43
4142,5.00001
28440,1.67
36654,0.55
14680,0.584
27957,2.25
12696,3.275
30893,2.909
21797,1.456
2963,1.143
26930,1.837
529,1.726
24027,1.849
32394,1.821
12232,1.669
34153,1.759
8364,3.149
2735,2.228
24408,3.145
28688,0.83
27542,1.625
250,4.65
18388,5.00001
4165,3.24
31486,1.639
14606,5.00001
15168,2.781
12024,3.162
14175,1.94
6086,0.567
9420,0.521
31120,1.695
13337,1.734
28486,1.281
14586,3.442
15089,0.84
4282,3.691
24787,1.382
13550,1.601
30129,1.712
31329,1.663
10841,1.8
35553,3.018
15851,1.342
3416,3.44
15027,1.488
5144,1.612
11579,1.508
11490,1.83
4437,0.588
4329,5.00001
20940,1.192
31584,4.234
32253,2.713
17789,1.892
16549,2.839
25261,3.34
32934,1.862
1002,2.634
22611,2.393
357,1.004
17609,1.714
33639,1.989
3246,0.571
23696,2.289
22169,5.00001
21112,2.241
12152,2.341
4184,1.79
34441,1.699
21117,2.714
37023,4.373
22947,1.617
16664,0.97
31566,2.509
28118,1.394
30175,2.827
2561,5.00001
33656,0.836
7956,0.706
28131,3.076
34104,0.985
36178,1.844
26861,2.021
17807,2.302
25270,5.00001
2214,2.25
13352,2.227
32301,1.65
1372,0.725
29849,3.831
1971,2.067
10463,2.088
20663,2.234
34227,5.0
29789,1.315
8315,5.00001
34034,2.356
20363,2.735
20072,5.00001
4173,1.938
11442,3.162
1021,0.75
24926,3.378
1725,1.625
24087,0.873
22314,3.591
5889,0.965
8204,0.925
28589,1.375
23340,1.667
11179,1.396
16113,3.107
29494,2.715
22218,1.37
27260,1.791
1571,3.204
13329,0.948
34440,1.97
24917,1.568
18602,1.708
6893,3.431
2357,2.722
31026,1.236
20127,1.651
14522,2.077
12213,1.923
32485,1.216
36487,5.00001
35120,2.011
10177,1.89
24117,2.583
15725,2.629
11074,3.334
4508,3.442
34351,1.875
34964,2.552
37008,1.258
8546,1.367
8834,1.827
27319,2.541
19233,0.786
29872,0.62
31691,1.605
29166,1.94
9508,2.596
20316,1.182
8767,3.625
32899,2.492
24263,0.522
15653,2.153
18586,2.57
24608,1.382
35154,2.132
1220,0.901
32135,5.00001
14466,0.918
35602,1.5
33830,2.113
32351,1.913
8338,0.936
31621,5.00001
5970,1.132
1838,2.456
24145,2.56
22789,3.902
29086,4.5
3058,1.058
17071,1.516
35978,2.128
10444,0.875
8816,1.0
7985,0.943
32566,0.971
20711,1.282
15003,2.301
20224,2.298
26685,1.439
7695,1.484
8514,2.674
16591,0.918
23617,0.968
15105,1.761
29005,5.00001
24270,2.34
2803,2.403
5139,3.9
11102,1.125
6533,1.099
34616,0.591
13348,1.781
26640,1.48
15202,1.66
19106,3.359
6377,3.646
30640,1.74
22662,1.944
30359,2.207
10775,1.625
14382,2.188
23979,0.842
24605,2.798
27497,1.663
36320,1.536
21030,1.008
2325,2.033
19081,1.438
15454,2.298
8337,2.25
5610,0.616
6267,0.825
16485,2.349
994,3.531
35220,2.873
16256,3.409
12013,0.895
14854,0.661
32743,1.09
21648,1.654
32074,1.923
13913,4.065
34980,2.346
18944,2.914
27789,0.818
28759,1.625
13333,0.986
6019,1.57
5720,2.226
23127,1.325
30944,0.931
35838,2.657
36103,3.654
9808,1.907
6441,0.916
4327,1.233
24504,3.5
31787,2.143
26112,1.958
36034,2.107
29124,2.662
20954,2.168
9911,5.00001
17576,0.67
12231,1.617
33094,2.5
12050,1.421
10542,2.658
9388,1.543
7904,1.602
20162,1.592
22965,3.406
6571,1.893
22990,1.776
26814,0.752
13507,2.23
25339,2.133
29662,2.75
21370,1.996
25837,1.956
15050,1.186
31132,1.075
2833,3.4
4919,2.202
5394,1.029
31678,2.642
13411,1.32
20949,2.219
16544,1.514
264,1.261
23738,1.795
24669,5.00001
15356,1.686
19597,3.278
10884,1.813
34119,1.524
13384,1.782
900,3.56
2042,1.987
17557,2.029
24280,1.161
15620,1.336
25829,1.538
12757,3.655
31218,3.267
4398,3.714
14509,2.264
19016,1.503
5764,2.267
25061,0.842
28793,0.798
26307,1.681
20469,5.00001
25733,1.654
12800,1.8
14543,2.775
25959,1.161
22454,1.306
22484,2.494
30515,0.869
22919,2.409
12637,1.809
24677,1.585
23462,2.415
26839,1.818
5213,0.514
26472,2.146
36466,1.379
6801,1.143
9975,1.542
1310,3.071
27038,1.41
12264,1.5
23711,1.686
9021,1.3
4883,0.875
24416,5.00001
2891,3.303
5985,1.567
8039,0.695
13823,0.722
10944,2.525
29754,2.426
6984,1.146
2425,5.00001
2043,3.938
32526,1.542
30118,3.259
23311,1.926
176,3.152
20447,1.733
5314,1.713
9197,1.625
32642,2.614
10293,5.00001
11076,1.411
18208,0.631
21650,1.426
3426,2.419
1128,3.746
12740,0.976
1707,1.591
34456,1.238
25489,0.561
25569,0.551
27001,1.846
21277,1.27
30508,2.224
19425,2.091
11037,0.875
8909,3.93
31275,1.324
28336,4.405
7452,3.142
34596,1.862
2834,0.84
21273,2.8
4601,3.134
7567,0.57
13816,0.771
2298,2.984
15182,1.344
12860,2.631
22005,2.289
32838,1.316
32348,0.993
13471,0.718
11413,0.654
27868,2.259
7424,3.911
36936,4.622
21645,2.051
21901,2.444
2814,1.553
17871,2.298
16725,0.962
3697,0.938
2029,1.925
31525,1.214
10863,2.754
28277,1.429
6033,1.493
3701,1.013
33148,1.839
27065,0.929
23264,0.55
15545,1.661
10415,3.222
36492,1.234
31321,2.25
19887,4.325
5588,3.386
21227,1.999
14123,2.977
10439,2.402
1075,1.421
24832,2.865
25054,3.336
30347,2.79
12077,0.725
22240,2.875
5490,1.595
7484,1.848
17100,1.875
11628,2.949
7971,1.592
23703,3.908
5676,1.609
32803,1.934
35774,1.907
17847,3.186
31889,5.00001
3859,0.433
28202,1.621
29149,5.00001
24515,4.007
12371,2.309
6910,2.012
24644,1.851
15011,1.958
19630,1.341
27588,1.9
5068,2.74
14922,1.041
18069,0.675
3088,0.583
2023,2.215
22230,1.63
32050,0.629
9652,0.607
13176,3.404
28551,0.906
19175,1.831
20545,1.097
29001,5.00001
15296,2.122
24718,2.724
30306,1.734
31955,2.028
17370,1.676
13159,1.363
16278,1.07
29425,1.458
26229,1.595
23660,1.468
15118,5.00001
5449,0.95
11163,1.208
16884,1.972
24866,1.586
25876,2.688
1223,2.287
32940,2.206
16562,1.448
21657,1.396
6458,1.775
3984,0.706
33730,1.082
28687,2.271
4013,1.014
12032,1.361
34501,2.925
21270,0.897
29215,1.833
22659,1.298
36806,0.865
8891,0.96
5079,2.407
21407,3.259
20020,3.419
17758,0.6
15059,2.685
37026,2.429
30838,1.636
15862,5.00001
19395,0.68
36092,1.091
29837,1.582
17657,1.512
10076,0.833
29778,0.542
4210,2.137
9597,3.982
14728,0.72
19227,1.421
22130,2.317
1863,2.464
19187,2.613
6613,2.262
1614,1.617
6416,0.768
29353,2.917
20620,2.313
9690,1.213
24441,1.375
12933,2.356
33147,4.468
23775,0.44
26367,2.156
29374,5.00001
12357,2.979
31998,2.25
21834,2.258
15768,3.265
23560,3.757
10058,5.00001
24772,0.936
7246,0.503
21223,2.671
37040,1.008
27608,2.215
876,1.058
17295,4.302
1394,1.319
28315,1.601
18686,0.91
29176,1.952
11951,1.552
36518,0.592
28366,2.121
22199,1.649
28612,2.856
25775,0.875
2101,3.305
22062,0.987
5759,1.126
21957,1.529
10356,1.828
34007,0.904
21206,1.24
21758,3.349
12102,2.158
7832,1.385
25541,2.349
23597,1.425
15047,5.00001
18619,3.068
22081,0.923
28743,0.938
2907,2.25
34642,2.503
23320,2.294
9843,2.188
32191,1.875
3034,5.00001
9971,4.367
4232,2.832
34680,1.472
34534,1.463
6332,0.656
9892,2.182
13621,0.641
19378,1.938
5008,5.00001
6320,2.692
27008,3.674
29682,1.311
36723,0.525
30269,0.942
21778,2.134
9119,1.996
3649,0.554
32974,1.25
24091,0.905
2504,3.313
16671,1.592
15850,1.519
24017,0.838
20214,0.367
32594,1.331
8336,1.195
6905,2.058
17397,2.941
36585,1.517
35342,5.00001
33201,0.604
15897,0.804
7762,1.125
938,1.754
16878,1.388
19599,5.00001
9950,5.00001
19988,4.65
9533,1.869
19871,1.577
27214,2.253
16059,1.5
23571,1.122
151,0.602
11367,0.885
15626,1.851
5657,2.345
1813,0.72
29973,0.603
8522,1.485
14114,5.00001
15819,5.00001
10144,2.896
8145,2.213
17716,0.863
25354,2.25
12723,0.9
17402,3.527
30189,2.24
28231,2.047
21347,1.11
3919,1.975
11788,2.254
11254,2.144
23424,2.76
36733,2.452
23538,1.165
27727,2.333
26874,2.264
14302,1.036
36826,1.84
560,2.211
1030,3.482
16705,2.241
36657,1.0
17605,2.129
6001,2.395
1304,3.578
17345,2.438
6184,0.4
10984,0.714
950,2.103
22038,3.34
37015,2.481
26377,0.942
7196,0.67
19231,0.591
32585,3.687
10193,0.558
35442,2.166
31842,0.912
2216,0.542
15024,1.105
1020,5.00001
22137,2.806
9644,1.24
9829,4.5
2932,2.155
22618,3.573
22466,1.161
26654,1.403
3541,2.104
15291,1.425
23636,0.65
35629,5.00001
18032,2.285
34251,1.575
30463,3.606
14850,2.48
3797,1.711
8949,1.917
29442,1.355
9478,5.00001
21237,1.938
22917,1.375
19433,4.169
14535,5.00001
17170,3.617
7483,1.75
16796,2.222
35507,0.929
28670,1.896
7010,3.0
9,2.291
23487,3.619
12618,2.917
23930,2.713
4833,1.079
13774,1.663
21542,1.113
26818,0.58
14457,1.105
17423,0.746
15466,1.073
3177,1.137
3637,4.836
16780,5.00001
11738,0.846
24934,2.537
3273,0.821
35319,2.841
8241,1.634
27316,1.338
14566,5.00001
9023,1.808
18068,3.295
19956,1.853
2145,1.342
13162,4.5
16124,1.47
30676,2.1
35055,3.607
13075,2.205
3587,1.04
23199,2.708
7930,2.715
10701,0.938
390,1.125
19891,0.972
4003,1.438
31389,0.926
26589,1.625
34211,0.798
7299,4.059
6820,3.208
11479,0.608
20522,1.185
6370,2.256
14933,1.292
15185,2.309
22315,1.833
31561,1.663
21534,1.627
23717,3.599
20001,2.648
24327,0.987
6596,1.761
2139,2.5
18569,0.9
9831,2.25
2282,1.542
27393,0.946
3318,2.239
3312,3.605
13126,1.427
34079,1.839
36887,0.917
3384,1.589
21614,0.58
28368,0.75
26729,3.228
10558,5.00001
22889,3.141
26230,2.685
8895,1.865
7381,1.212
27366,2.375
2447,0.938
4711,2.482
17798,2.055
21297,0.913
34045,1.478
18759,3.671
14441,2.884
3427,3.781
14209,0.613
21971,1.4
24307,2.481
5908,5.00001
17537,0.396
30740,2.159
7315,1.125
1586,1.966
18529,3.661
36919,2.25
28617,3.422
31105,1.25
26190,1.1
10267,2.19
1783,1.5
18926,2.854
10797,5.00001
25404,2.882
29167,2.1
8016,2.487
10960,1.463
1980,1.415
25252,3.078
19610,1.556
30560,1.664
4577,1.235
26614,2.231
31763,5.00001
9057,4.314
8825,1.652
19181,1.544
28180,1.571
33888,3.259
30522,1.255
25703,1.836
28976,0.78
21216,2.765
21118,2.109
2131,2.653
30587,1.208
33210,1.703
24739,1.554
12079,1.316
10128,1.574
23481,1.029
28811,1.675
20713,0.535
25704,2.19
10751,1.332
17419,1.836
3735,0.639
7852,1.463
29816,0.557
21965,2.264
32127,2.842
18915,3.99
35856,0.517
17628,3.131
27677,1.262
10952,1.504
19800,1.543
36833,0.77
32598,2.996
11962,0.366
10129,2.861
18874,1.114
30238,1.5
9173,2.781
6547,3.074
29700,2.25
22065,0.9
5043,0.831
24439,1.075
11565,1.681
27683,4.596
3360,1.813
33826,2.119
4934,3.68
36835,0.981
3833,1.115
19680,3.547
8542,4.574
18316,1.833
13691,1.506
32601,1.56
1609,0.912
8478,2.918
12986,1.104
33451,2.024
21233,4.627
8200,1.763
17019,0.826
11172,1.042
31097,1.432
29762,0.792
26239,2.931
2883,2.082
6054,2.0
11719,1.592
23295,3.492
16277,1.102
1543,1.557
32685,2.684
12403,1.346
31237,1.956
14679,1.625
21309,1.258
8152,1.055
6343,1.916
26910,1.137
16320,1.851
29186,1.625
30461,3.407
33674,1.057
20640,3.75
22089,0.592
9924,1.388
13820,0.83
16868,1.588
18254,2.645
4664,0.575
26954,0.5
10294,1.19
9334,1.832
1642,1.089
141,1.26
30410,1.125
11276,4.646
30188,3.455
26334,2.804
21163,1.095
23853,1.479
19137,2.387
31562,1.938
3988,1.878
14802,1.47
13113,1.443
34020,1.344
27078,5.00001
3473,1.576
31448,3.123
32153,1.34
16481,1.235
23200,1.369
4868,1.216
29022,5.00001
26517,2.25
1531,2.17
35521,3.147
13843,2.796
16825,0.635
11205,0.478
12661,2.455
24458,0.584
12846,3.622
7706,1.918
34454,3.381
343,1.295
27640,3.124
25162,5.0
19664,5.00001
16720,1.475
34856,3.514
31849,0.945
33458,0.886
14959,1.825
1879,1.153
26496,1.875
18583,2.977
10963,0.426
26248,1.954
12658,1.486
20418,2.4
4101,1.573
23504,2.135
14721,2.433
2625,2.583
12832,2.237
13649,1.84
13842,1.611
32020,3.944
8901,2.821
19772,3.576
550,1.509
30381,0.887
17012,1.568
32762,1.833
26550,1.413
8598,1.93
30667,3.357
15045,2.865
4661,1.259
16371,1.854
5015,2.549
31488,3.313
35252,1.0
22806,2.65
30027,0.699
20453,1.019
3728,1.674
15937,3.111
8548,1.287
36136,0.769
16143,0.886
4220,2.158
13119,1.607
24547,2.444
30090,1.393
9677,1.739
21423,5.00001
2237,2.033
23886,0.945
22150,0.652
17144,1.88
28305,1.836
22991,4.0
13890,1.112
3234,0.738
29364,2.13
15155,2.228
34390,1.0
4439,1.388
6987,1.841
6056,2.281
13399,1.586
24262,5.00001
16085,1.247
26202,1.563
29026,2.713
11369,5.00001
15860,1.172
17732,4.466
5754,2.852
35277,2.705
20863,2.219
15357,1.406
19944,1.265
2943,1.475
11016,1.917
31576,1.394
30948,4.059
14084,1.208
11408,1.734
19848,3.289
31716,0.659
20898,4.716
13171,2.209
35392,2.02
2826,5.00001
9769,1.868
16817,0.839
9580,1.875
25420,1.194
24685,0.959
635,1.006
28119,1.763
29396,3.35
28658,2.5
11323,2.765
23035,0.638
6066,2.439
11985,0.607
25901,1.842
31823,3.481
3206,1.405
10002,2.605
6828,3.833
31606,2.345
24238,0.957
26406,2.495
35758,0.906
35663,3.088
4051,1.139
4264,3.818
22583,0.953
21471,2.252
8931,2.686
20922,1.234
17533,0.582
22555,0.737
8135,5.00001
34735,1.352
67,1.134
31147,0.893
20638,2.664
31450,2.339
34689,0.57
36281,3.459
16197,1.306
13801,5.00001
19345,4.113
20119,5.00001
25064,0.602
21107,2.486
12842,1.326
9208,1.615
893,3.667
26046,0.92
23456,3.356
896,0.854
414,2.573
27921,0.865
25721,0.875
29370,1.032
7433,0.976
21053,3.647
3887,1.036
35604,2.078
32196,3.455
29547,2.277
17952,4.007
25363,0.67
27095,3.424
23865,1.917
22346,3.85
11751,2.245
25295,2.083
35326,1.5
18187,5.00001
14690,1.253
36658,2.5
27124,1.65
19516,1.008
7947,1.588
30755,2.173
8800,0.516
21173,4.569
33527,2.86
17386,1.938
18830,2.445
2764,1.907
30489,1.744
31862,2.089
21442,2.438
33026,3.813
2584,1.313
1155,2.258
13891,2.495
35908,3.469
24171,1.352
7367,1.0
3203,1.139
8231,0.794
23685,1.868
27144,3.167
31013,0.641
28616,1.458
16205,0.983
5013,0.602
10568,1.681
11397,1.106
15232,1.115
12591,4.123
33651,5.00001
10301,1.406
13888,2.141
11499,3.359
21761,0.892
10123,0.768
10725,1.738
8028,1.333
14625,1.617
6962,3.744
9766,2.034
10652,2.0
18470,4.743
13983,1.3
22120,4.024
11983,2.75
9408,0.475
20169,1.328
31226,2.022
30736,4.427
803,0.684
8091,2.387
3784,1.125
14635,1.772
22699,1.434
35963,1.512
31152,0.712
11001,1.741
34451,1.406
1367,1.745
21726,1.772
25243,3.671
11616,4.401
16738,1.753
23271,0.931
13274,1.98
23680,1.606
35176,1.741
29771,1.296
3719,1.577
27121,1.649
23706,1.911
3393,1.987
1885,2.051
1117,2.781
11325,2.579
13103,3.072
10792,1.612
31443,1.032
30916,1.763
16467,2.521
89,2.239
9235,3.019
12297,0.814
24865,3.54
23566,0.919
6712,0.723
16477,1.625
6451,0.687
2034,1.867
10480,1.084
17887,0.993
16393,0.621
4351,3.32
31667,3.167
19086,2.935
19364,2.091
19018,2.333
31851,2.536
3533,1.359
30666,2.996
1489,4.063
16161,0.898
15245,4.562
5991,3.105
10883,4.75
15058,2.449
2866,2.589
25289,1.289
27627,1.903
1040,1.879
4673,0.997
20054,1.72
10887,0.659
19512,2.896
20683,1.565
6990,0.948
29470,1.279
21969,2.242
11672,2.67
34683,2.309
35253,1.219
27731,1.959
19719,1.597
28809,2.547
30387,2.481
34475,1.555
7048,2.476
27941,0.526
10396,2.72
1590,0.958
22060,1.173
4890,2.461
31130,1.938
4381,2.072
23250,0.882
6251,0.969
37109,2.346
1077,2.028
37057,0.67
15784,3.663
13203,2.583
14507,1.037
9866,2.083
10639,2.17
21411,5.00001
26026,0.543
16155,1.375
27763,4.469
6790,1.782
12623,1.958
14301,1.237
15787,0.879
12744,1.726
1182,1.486
27087,2.49
2890,0.697
15639,2.206
29212,1.78
21495,0.446
32841,4.563
30043,3.228
6153,1.763
33896,2.053
707,2.438
790,2.688
32116,2.3
2188,1.756
32695,2.25
12546,2.149
34522,1.137
6503,0.514
32978,1.36
16635,1.573
9648,2.308
36547,2.738
30077,2.419
228,0.875
34470,1.469
16564,0.845
23245,4.573
15569,2.0
30475,2.135
33153,4.536
19261,2.579
24167,2.25
32125,0.546
5619,0.897
19286,1.25
4273,0.344
12847,1.341
36521,0.909
22119,1.324
36893,3.701
17217,1.976
3597,2.782
20199,2.905
31886,5.00001
13926,5.00001
21031,2.375
17937,2.864
32513,0.984
22707,1.482
17448,1.308
28548,3.0
3798,1.346
36159,1.55
26170,2.711
20348,0.857
27227,1.571
14885,2.25
33101,0.8
14063,0.731
7200,3.131
33661,0.821
36032,5.00001
25897,1.625
14554,4.716
8700,0.695
17381,2.391
23178,0.788
24175,5.00001
19399,1.582
9567,1.542
26118,4.179
18151,0.612
21659,4.833
18898,2.681
35653,1.458
419,0.842
6382,4.75
4448,4.367
25180,1.482
18511,1.253
25849,0.658
2868,2.184
11137,1.228
11448,0.53
35807,2.707
7304,2.765
35612,2.146
2508,1.578
13442,2.578
12514,1.647
9061,2.412
16850,1.571
15375,1.792
2154,1.711
20394,0.973
16398,0.91
30355,0.764
2488,2.271
18739,1.32
33420,0.828
6682,3.081
5289,2.417
27866,3.298
26006,2.304
2894,4.868
4691,0.936
16548,5.00001
33755,0.813
21017,4.374
25161,1.072
32958,0.753
2836,0.943
20070,1.111
23625,1.569
19531,1.66
18855,2.833
12736,1.742
20672,1.033
19396,1.734
17663,2.456
19949,1.371
32676,0.982
6156,2.188
9395,0.737
33119,1.593
13472,0.708
20536,3.197
24007,0.7
19076,1.975
36874,3.326
17563,1.974
21068,2.75
8521,2.165
37022,1.863
15365,1.163
35805,3.897
3499,0.523
23976,1.079
26659,2.848
15041,2.314
29091,4.573
6009,3.57
17249,0.494
25712,1.926
422,3.294
17085,5.0
32433,1.926
3926,2.087
25276,1.361
15962,5.00001
35728,1.127
2005,5.00001
12998,1.551
23205,5.00001
31433,1.721
4324,1.738
28921,4.398
5266,0.444
2936,3.417
25670,4.85
20706,1.663
16351,2.209
23690,2.118
2314,2.406
27771,2.169
20112,1.08
13865,0.731
25143,0.644
24434,1.82
32908,2.625
14830,0.981
7004,0.572
5384,5.00001
10942,0.889
2045,0.577
1023,1.483
27431,3.288
27533,1.86
35228,1.274
12984,3.447
36882,0.875
33133,1.625
16494,0.873
14648,0.875
36064,0.896
28268,0.625
15252,1.795
20416,1.911
7217,0.979
29210,2.743
6165,0.833
21358,0.875
17653,3.43
3790,1.5
24346,0.709
1999,0.846
33239,4.352
24005,1.954
911,4.75
10331,1.179
31906,2.333
34763,2.017
36023,1.94
29971,0.888
4342,1.981
18121,3.947
30979,1.719
36770,2.188
18014,0.905
18606,1.491
16249,1.524
13372,1.614
30346,2.456
9385,0.5
9649,1.31
22481,2.294
37045,0.511
9263,0.675
1757,2.75
2017,1.305
23812,1.054
26032,1.795
24455,1.809
4822,3.868
11203,0.94
14110,2.125
24763,1.302
32988,1.261
17235,3.859
33331,0.72
12951,0.741
20148,5.00001
11445,1.35
17967,0.948
5237,0.967
23030,0.775
5595,1.123
24548,3.288
9853,0.606
11132,2.395
33629,0.682
19416,2.267
35623,5.00001
32231,1.19
5893,5.00001
30532,0.928
9336,1.594
6422,3.384
28812,0.675
23415,1.785
36174,2.435
23078,4.578
5897,4.083
11642,2.701
22203,0.877
13978,1.111
35464,0.949
5674,2.146
749,2.703
818,1.65
16892,2.415
14153,1.438
16708,2.398
19839,1.382
29357,1.336
8199,1.653
36656,0.964
18706,1.054
11330,1.72
22377,0.998
29517,2.479
18308,0.864
17829,1.433
2006,1.647
12325,1.222
16576,2.671
3272,5.00001
33182,1.6
27020,0.828
35649,5.00001
13304,2.354
12127,3.75
21302,0.508
1443,1.643
33122,2.257
35613,1.933
27513,1.25
17255,1.347
6121,1.67
31306,1.125
6168,0.526
19397,0.858
10487,1.43
14253,5.00001
6446,1.05
26567,3.656
5993,2.67
6358,3.474
30023,2.624
13325,3.366
22875,0.932
13241,2.247
9537,5.00001
12291,1.739
7917,1.275
26663,2.46
12581,4.577
28004,0.985
29563,0.922
9582,1.693
14460,3.277
7094,1.579
308,2.417
8544,1.828
8063,2.417
8722,3.56
9646,2.639
12061,1.966
25892,0.715
12363,2.73
19892,1.122
187,5.00001
12527,1.843
4015,4.309
13818,2.597
11514,1.853
11713,1.043
11837,1.272
7575,2.054
12519,1.634
1722,1.781
31051,1.4
19219,4.25
32403,1.178
18230,2.037
7979,2.52
7344,1.714
35042,2.542
6230,2.579
501,0.904
21610,3.209
13382,0.75
15462,0.561
10112,0.927
17885,4.179
31379,2.474
13600,0.905
34038,1.097
6636,1.773
32262,5.00001
32120,1.214
32620,1.026
5957,1.873
21787,2.227
23559,2.762
34729,2.561
1480,3.3
34852,3.647
11443,1.057
10280,0.635
27033,2.5
45,1.083
6003,0.662
18328,5.00001
11304,1.25
23018,2.643
8600,0.919
17336,2.847
6791,1.222
15486,2.298
26986,0.963
33931,2.713
6535,4.367
1377,3.5
858,5.00001
18255,2.392
26323,5.00001
18220,4.457
31986,0.647
35480,3.4
1943,1.185
21292,2.961
4581,0.806
6696,1.625
10823,2.391
12368,5.00001
29688,2.679
35523,3.435
5212,2.167
19847,0.701
21351,1.286
20234,3.156
15217,0.948
3076,3.536
2902,1.127
7883,3.359
25976,1.381
29626,2.438
19319,1.217
15336,1.305
28388,1.892
33837,3.161
2362,1.038
12593,2.254
19130,0.685
9741,3.654
15127,0.959
29486,1.331
5724,3.617
20280,2.786
19447,1.453
32491,2.009
31190,1.038
17194,5.00001
14401,4.24
25833,1.983
22664,0.677
10426,2.407
30583,3.063
20820,2.301
9935,1.459
32119,1.669
3465,4.285
8446,0.943
21474,3.606
7895,1.347
14579,2.128
15277,3.167
35414,5.00001
31745,4.933
12705,1.695
2613,2.239
20592,1.392
5121,1.711
11599,1.14
18616,1.348
9416,2.629
9930,1.543
36498,1.618
28958,1.477
11997,3.208
23511,0.697
14717,2.25
11931,1.0
12592,3.086
3064,0.727
10003,0.686
4856,2.325
5942,2.534
15576,2.235
33575,1.015
2819,1.729
43,2.516
31378,1.635
14287,1.446
8701,3.722
18751,1.239
28678,1.48
16402,0.874
26119,0.559
14369,1.54
12004,1.054
35317,1.45
10536,1.897
35014,1.118
3014,2.541
13259,2.089
32437,1.672
2947,0.577
15141,1.625
24288,1.5
18434,4.319
17585,2.583
9468,1.667
28805,2.134
30103,0.678
3845,1.836
11256,0.624
23325,2.205
5485,1.458
16632,1.594
35609,1.836
4549,2.699
3186,2.081
15720,1.042
21952,2.348
16458,5.00001
30035,2.253
4059,5.00001
5323,3.0
17989,1.337
10653,2.252
35345,1.261
6546,0.815
34737,2.625
27119,2.306
18540,0.73
31186,1.489
2571,1.458
9485,2.344
32737,1.658
5207,1.295
33649,1.406
20415,3.822
24002,3.875
8558,0.608
27950,1.91
5788,0.863
5973,0.658
4942,1.625
31207,1.971
28463,3.125
4147,0.919
6778,2.205
32326,2.318
3392,2.228
31808,0.743
12224,3.509
3277,1.375
5928,1.442
2436,1.497
9020,3.846
28212,1.782
22720,1.053
10668,1.817
15611,0.514
24369,0.656
24642,0.967
35942,2.081
6804,3.555
26449,2.944
27947,0.702
31868,1.545
4377,2.535
13222,0.657
35745,2.128
19128,1.338
2705,0.562
34208,2.788
23086,1.337
8427,0.761
36809,1.707
24889,3.973
28350,1.597
23262,1.966
28446,2.159
4231,2.529
1753,1.665
335,1.097
21588,2.643
18398,2.32
2747,5.00001
34808,0.844
33178,3.964
13753,0.697
14713,2.938
27127,1.161
15233,3.736
15527,1.804
20147,0.951
15658,3.762
4645,0.62
27591,0.935
2142,2.276
19379,2.402
35029,3.78
36611,2.4
30674,1.152
20819,0.61
25005,0.654
2590,4.301
33426,2.174
5431,3.699
36913,3.746
13004,0.636
9500,2.029
10593,1.107
8647,1.405
10039,1.44
23014,0.821
1401,2.688
34402,0.612
30210,1.936
36984,2.275
28240,1.112
24233,1.786
22159,3.944
33951,2.226
18040,1.173
25488,3.736
17384,1.159
26370,0.789
15383,1.262
31274,2.636
28795,0.92
2641,1.618
15843,1.297
35332,2.125
33358,2.741
19983,4.815
15997,1.577
13747,2.179
7124,2.799
18146,5.00001
19955,2.817
1880,2.123
22652,0.592
28051,1.65
17409,2.016
22136,1.474
35734,0.892
24208,1.869
2875,2.405
24084,5.00001
30190,0.876
4419,1.512
32657,1.242
368,0.906
399,3.868
26658,2.374
16220,1.617
34768,1.75
28372,2.663
17119,2.761
35541,2.088
25013,3.559
23458,2.813
27659,2.592
36260,1.734
26935,0.675
16194,3.275
10904,2.347
7615,2.396
31407,0.541
32221,2.4
3080,3.0
33879,1.794
13868,5.00001
34660,0.67
718,0.426
9539,2.698
20230,1.552
7493,1.375
34664,1.601
8557,2.784
35100,1.033
18252,1.353
14644,2.956
21250,0.992
8860,0.984
21684,5.00001
12588,1.633
18102,2.203
28873,2.979
547,1.952
30457,0.73
8913,2.003
5818,1.996
1180,0.718
1826,1.875
28098,1.742
6544,2.683
33569,2.263
31201,1.957
9043,3.661
14725,1.107
6488,1.627
33815,0.625
24680,0.972
28771,2.362
12058,1.531
23143,2.635
34353,2.291
1572,0.692
7923,2.312
19183,3.074
7691,5.00001
31834,3.734
12628,1.797
16794,1.333
14751,1.71
35722,1.313
10207,1.526
3140,0.926
36766,3.438
21546,1.907
3941,3.021
22962,5.00001
24424,0.979
5056,0.508
30326,3.013
5141,1.183
24385,1.875
8366,3.275
32905,2.25
8402,2.04
10804,1.81
32281,3.872
4860,2.625
16049,2.265
36943,2.677
32166,1.098
32429,1.712
16173,1.181
5535,0.922
15870,0.518
28487,5.00001
35408,1.16
17308,2.115
3739,2.423
6447,2.94
29601,3.567
30744,1.611
24576,1.569
28154,2.13
36871,2.347
8029,2.638
25585,1.049
19640,2.528
2049,0.896
33836,5.00001
21051,4.0
7003,1.67
7524,0.907
14103,1.33
25664,3.329
14971,1.094
15287,1.011
29920,1.058
27552,2.32
1713,1.727
9946,1.422
12542,2.911
30980,1.736
6648,0.713
19185,1.344
26766,0.88
6391,0.691
25915,1.697
15329,1.85
20445,1.319
21669,0.747
27142,1.592
11393,1.435
12781,2.165
16578,1.667
36692,1.111
18671,1.209
14074,1.388
19147,5.00001
5539,2.25
12595,1.82
32476,2.26
28797,1.012
32863,4.137
34164,3.039
17472,2.036
17694,1.865
36877,1.231
2644,0.987
7597,1.815
35434,4.611
